a b
7 0.0004
9 0.0003
11 0.0003
13 0.0003
15 0.0003
17 0.0003
19 0.0003
21 0.0005
23 0.0005
25 0.0004
27 0.0004
29 0.0004
31 0.0003
33 0.0002
35 0.0002
37 0.0002
39 0.0002
41 0.0002
43 0.0002
45 0.0002
47 0.0002
49 0.0002
51 0.0002
53 0.0002
55 0.0002
57 0.0002
59 0.0002
61 0.0002
63 0.0002
65 0.0002
67 0.0002
69 0.0002
71 0.0002
